1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12
0,1,0,1,2,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,4,5,6,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,10,11,0,1,2,3,4,5,6,7,8,9,10,11,12
-29404.5f,-1450.7f,-2500f,2982f,1676.8f,1363.9f,-2381f,1236.2f,525.7f,903.1f,809.4f,86.2f,-309.4f,47.9f,-234.4f,363.1f,187.8f,-140.7f,-151.2f,13.7f,65.9f,65.6f,73f,-121.5f,-36.2f,13.5f,-64.7f,80.6f,-76.8f,-8.3f,56.5f,15.8f,6.4f,-7.2f,9.8f,23.6f,9.8f,-17.5f,-0.4f,-21.1f,15.3f,13.7f,-16.5f,-0.3f,5f,8.2f,2.9f,-1.4f,-1.1f,-13.3f,1.1f,8.9f,-9.3f,-11.9f,-1.9f,-6.2f,-0.1f,1.7f,-0.9f,0.6f,-0.9f,1.9f,1.4f,-2.4f,-3.9f,3f,-1.4f,-2.5f,2.4f,-0.9f,0.3f,-0.7f,-0.1f,1.4f,-0.6f,0.2f,3.1f,-2f,-0.1f,0.5f,1.3f,-1.2f,0.7f,0.3f,0.5f,-0.2f,-0.5f,0.1f,-1.1f,-0.3f
0f,4652.9f,0f,-2991.6f,-734.8f,0f,-82.2f,241.8f,-542.9f,0f,282f,-158.4f,199.8f,-350.1f,0f,47.7f,208.4f,-121.3f,32.2f,99.1f,0f,-19.1f,25f,52.7f,-64.4f,9f,68.1f,0f,-51.4f,-16.8f,2.3f,23.5f,-2.2f,-27.2f,-1.9f,0f,8.4f,-15.3f,12.8f,-11.8f,14.9f,3.6f,-6.9f,2.8f,0f,-23.3f,11.1f,9.8f,-5.1f,-6.2f,7.8f,0.4f,-1.5f,9.7f,0f,3.4f,-0.2f,3.5f,4.8f,-8.6f,-0.1f,-4.2f,-3.4f,-0.1f,-8.8f,0f,0f,2.6f,-0.5f,-0.4f,0.6f,-0.2f,-1.7f,-1.6f,-3f,-2f,-2.6f,0f,-1.2f,0.5f,1.3f,-1.8f,0.1f,0.7f,-0.1f,0.6f,0.2f,-0.9f,0f,0.5f
6.7f,7.7f,-11.5f,-7.1f,-2.2f,2.8f,-6.2f,3.4f,-12.2f,-1.1f,-1.6f,-6f,5.4f,-5.5f,-0.3f,0.6f,-0.7f,0.1f,1.2f,1f,-0.6f,-0.4f,0.5f,1.4f,-1.4f,0f,0.8f,-0.1f,-0.3f,-0.1f,0.7f,0.2f,-0.5f,-0.8f,1f,-0.1f,0.1f,-0.1f,0.5f,-0.1f,0.4f,0.5f,0f,0.4f,-0.1f,-0.2f,0f,0.4f,-0.3f,0f,0.3f,0f,0f,-0.4f,0f,0f,0f,0.2f,-0.1f,-0.2f,0f,-0.1f,-0.2f,-0.1f,0f,0f,-0.1f,0f,0f,0f,-0.1f,0f,0f,-0.1f,-0.1f,-0.1f,-0.1f,0f,0f,0f,0f,0f,0f,0f,0f,0f,0f,0f,0f,-0.1f
0f,-25.1f,0f,-30.2f,-23.9f,0f,5.7f,-1f,1.1f,0f,0.2f,6.9f,3.7f,-5.6f,0f,0.1f,2.5f,-0.9f,3f,0.5f,0f,0.1f,-1.8f,-1.4f,0.9f,0.1f,1f,0f,0.5f,0.6f,-0.7f,-0.2f,-1.2f,0.2f,0.3f,0f,-0.3f,0.7f,-0.2f,0.5f,-0.3f,-0.5f,0.4f,0.1f,0f,-0.3f,0.2f,-0.4f,0.4f,0.1f,0f,-0.2f,0.5f,0.2f,0f,0f,0.1f,-0.3f,0.1f,-0.2f,0.1f,0f,-0.1f,0.2f,0f,0f,0f,0.1f,0f,0.2f,0f,0f,0.1f,0f,-0.1f,0f,0f,0f,0f,0f,-0.1f,0.1f,0f,0f,0f,0.1f,0f,0f,0f,-0.1f
